Title,Price,Location,Area,Beds,Baths,Link
Spanish Style One Kanal Brand New BUNGALOW KANAL LAWN,PKR 9 Crore,"DHA Phase 6, DHA Defence",2 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_spanish_style_one_kanal_brand_new_bungalow_kanal_lawn-51868784-1448-1.html
5 Marla Brand New A Plus Solid Constructed House For Sale Direct Meeting With Owner In Parkview City Lahore,PKR 2.15 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_a_plus_solid_constructed_house_for_sale_direct_meeting_with_owner_in_parkview_city_lahore-52991370-1466-1.html
Fully Furnished 1 Kanal Brand New A Plus Construction Modern Design Bungalow For Sale In DHA Phase 7 Lahore,PKR 6.89 Crore,"DHA Phase 7 - Block U, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_fully_furnished_1_kanal_brand_new_a_plus_construction_modern_design_bungalow_for_sale_in_dha_phase_7_lahore-52634989-1628-1.html
5 Marla Brand New A Plus Solid Constructed House For Sale Direct Meeting With Owner In Parkview City Lahore,PKR 2.3 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_a_plus_solid_constructed_house_for_sale_direct_meeting_with_owner_in_parkview_city_lahore-52991322-1466-1.html
"8 Marla House for Sale in C Block, Bahria Orchard Phase 2 Lahore | Prime Location & Modern Living",PKR 2.55 Crore,"Bahria Orchard Phase 2, Bahria Orchard",8 Marla,5,6,https://www.zameen.com/Property/bahria_orchard_bahria_orchard_phase_2_8_marla_house_for_sale_in_c_block_bahria_orchard_phase_2_lahore_prime_location_modern_living-52950320-8236-1.html
Green And Spanish Farmhouse For Sale,PKR 10.5 Crore,"Bedian Road, Lahore",8 Kanal,2,3,https://www.zameen.com/Property/lahore_bedian_road_green_and_spanish_farmhouse_for_sale-52208368-378-1.html
"""6-Kanal Fully Furnished Farmhouse In A High-Status Gated Community, Bedian Road Lahore Your Perfect Home Awaits With EMPIRE Estate""",PKR 4 Crore,"Bedian Road, Lahore",6 Kanal,4,4,https://www.zameen.com/Property/lahore_bedian_road_6-kanal_fully_furnished_farmhouse_in_a_high-status_gated_community_bedian_road_lahore_your_perfect_home_awaits_with_empire_estate-52138330-378-1.html
8 Kanal Farm House For Sale Fully Developed Society,PKR 3.3 Crore,"Bedian Road, Lahore",8 Kanal,1,3,https://www.zameen.com/Property/lahore_bedian_road_8_kanal_farm_house_for_sale_fully_developed_society-52132932-378-1.html
Most Luxurious Farmhouse For Sale,PKR 27 Crore,"Bedian Road, Lahore",16 Kanal,5,5,https://www.zameen.com/Property/lahore_bedian_road_most_luxurious_farmhouse_for_sale-51871415-378-1.html
5 Marla House For Sale In BB Block Bahria Town Lahore,PKR 1.9 Crore,"Bahria Town - Block BB, Bahria Town - Sector D",5 Marla,3,5,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_bb_5_marla_house_for_sale_in_bb_block_bahria_town_lahore-50071080-1798-1.html
ONE KANAL ULTRA MODERN GELLERIA DESIGNED BUNGALOW NEAR TO DOLLMEN MALL AND DHA COMPLEX FOR SALE,PKR 8.55 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_ultra_modern_gelleria_designed_bungalow_near_to_dollmen_mall_and_dha_complex_for_sale-52394320-1448-1.html
2 Bed Ready To Move Apartment Available For Sale In Sector E Bahria Town Lahore,PKR 1.15 Crore,"Bahria Town - Sector E, Bahria Town",3.3 Marla,2,2,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bed_ready_to_move_apartment_available_for_sale_in_sector_e_bahria_town_lahore-50490266-1802-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement Swimming Pool For Sale In DHA Lahore Phase 6 Prime Location Near To Park KFC,PKR 9 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_swimming_pool_for_sale_in_dha_lahore_phase_6_prime_location_near_to_park_kfc-52963164-1448-1.html
1 KANAL ESTHETICALLY WELL-DESIGNED HOUSE FOR RENT IN DHA PHASE 8,PKR 7.55 Crore,"DHA Phase 8, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_8_1_kanal_esthetically_well-designed_house_for_rent_in_dha_phase_8-52980813-1451-1.html
5 MARLA BRAND NEW TRIPPLE STORY HOUSE FOR SALE IN NASHEMAN IQBAL PHASE 2 COLLEGE ROAD LAHORE,PKR 2.1 Crore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5 Marla,7,6,https://www.zameen.com/Property/nasheman_e_iqbal_nasheman-e-iqbal_phase_2_5_marla_brand_new_tripple_story_house_for_sale_in_nasheman_iqbal_phase_2_college_road_lahore-52928220-4071-1.html
4 MARLA BRAND NEW HOUSE FACING PARK FOR SALE ON HOT LOCATION HIGH COURT PHASE 2 BLOCK A COLLEGE ROAD LAHORE,PKR 1.2 Crore,"High Court Society - Phase 2, Highcourt Society",4 Marla,3,4,https://www.zameen.com/Property/highcourt_society_high_court_society_-_phase_2_4_marla_brand_new_house_facing_park_for_sale_on_hot_location_high_court_phase_2_block_a_college_road_lahore-52890117-8926-1.html
1 Kanal House For Sale In Engineering Town,PKR 7.2 Crore,"IEP Engineers Town - Sector A, IEP Engineers Town",1 Kanal,6,7,https://www.zameen.com/Property/iep_engineers_town_iep_engineers_town_-_sector_a_1_kanal_house_for_sale_in_engineering_town-52886722-614-1.html
5 Marla Brand New House For Sale In Dha Rahber Phase 2,PKR 2.5 Crore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",5 Marla,3,4,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5_marla_brand_new_house_for_sale_in_dha_rahber_phase_2-52908089-3717-1.html
100% ORIGNAL Kanal Modern Design Fully Furnished Dream Villa Available For Sale At Hot Location Near Raya Commercial Phase 7 Block S DHA Lahore,PKR 7.25 Crore,"DHA Phase 7 - Block S, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_100_orignal_kanal_modern_design_fully_furnished_dream_villa_available_for_sale_at_hot_location_near_raya_commercial_phase_7_block_s_dha_lahore-52612873-1626-1.html
On 45 Feet Road 12 Marla Brand New House For Sale In M-3A Lake City Raiwind Road Lahore,PKR 6.9 Crore,"Lake City, Raiwind Road",12 Marla,6,7,https://www.zameen.com/Property/raiwind_road_lake_city_on_45_feet_road_12_marla_brand_new_house_for_sale_in_m-3a_lake_city_raiwind_road_lahore-52344467-1103-1.html
Brand New 5 Marla House Available In Park View City,PKR 1.72 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_brand_new_5_marla_house_available_in_park_view_city-52958500-1466-1.html
8 Marla Brand New House Available For Sale In DHA 11 Phase 1,PKR 3.75 Crore,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",8 Marla,5,5,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_1_8_marla_brand_new_house_available_for_sale_in_dha_11_phase_1-51775298-3710-1.html
Corner 8 Marla House Available For Sale In DHA 11 Phase 1,PKR 2.98 Crore,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",8 Marla,5,5,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_1_corner_8_marla_house_available_for_sale_in_dha_11_phase_1-51928351-3710-1.html
8 Marla Brand New House Available For Sale In DHA 11 Phase 1,PKR 3.5 Crore,"DHA 11 Rahbar Phase 1, DHA 11 Rahbar",8 Marla,5,6,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_1_8_marla_brand_new_house_available_for_sale_in_dha_11_phase_1-51775529-3710-1.html
Ultra Modern Bungalow For Sale At Super Hot Location,PKR 7.85 Crore,"DHA Phase 8 - Block U, DHA Phase 8",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_u_ultra_modern_bungalow_for_sale_at_super_hot_location-52513430-1636-1.html
"""Sophisticated 5-Kanal Farmhouse With Resort-Style Amenities And A Refreshing Swimming Pool Fully Furnished And Available On Bedian Road""",PKR 5 Crore,"Bedian Road, Lahore",5 Kanal,5,5,https://www.zameen.com/Property/lahore_bedian_road_sophisticated_5-kanal_farmhouse_with_resort-style_amenities_and_a_refreshing_swimming_pool_fully_furnished_and_available_on_bedian_road-50440142-378-1.html
"""Ultimate Comfort Awaits: 3-Kanal Resort-Style Fully Furnished Farmhouse with Pool on Bedian Road - Exclusive Easy Deal with EMPIRE Estate!""",PKR 2.25 Crore,"Bedian Road, Lahore",3 Kanal,1,1,https://www.zameen.com/Property/lahore_bedian_road_ultimate_comfort_awaits_3-kanal_resort-style_fully_furnished_farmhouse_with_pool_on_bedian_road_-_exclusive_easy_deal_with_empire_estate-50199400-378-1.html
Elegant Farmhouse For Sale,PKR 4.5 Crore,"Bedian Road, Lahore",4 Kanal,4,4,https://www.zameen.com/Property/lahore_bedian_road_elegant_farmhouse_for_sale-50131881-378-1.html
10- Marla Modern Bungalow For Sale at Super hot Location Near MacDonald & Masjid,PKR 4.15 Crore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_10-_marla_modern_bungalow_for_sale_at_super_hot_location_near_macdonald_masjid-52495115-407-1.html
10-Marla Brand New For Sale At Top Location Near  Defence Raya  MacDonald & Masjid,PKR 4.1 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10-marla_brand_new_for_sale_at_top_location_near_defence_raya_macdonald_masjid-52495683-1632-1.html
10- Marla White House For Sale at Super Hot Location Near Park Masjid & Commercial Area,PKR 3.99 Crore,"Air Avenue - Block L, DHA Phase 8 - Ex Air Avenue",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_8_ex_air_avenue_air_avenue_-_block_l_10-_marla_white_house_for_sale_at_super_hot_location_near_park_masjid_commercial_area-52495259-8181-1.html
5 Marla Luxury House For Sale In Park View City Lahore,PKR 1.82 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_5_marla_luxury_house_for_sale_in_park_view_city_lahore-52406067-1466-1.html
5 Marla Luxury House For Sale In ParkView City Lahore,PKR 2.05 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_luxury_house_for_sale_in_parkview_city_lahore-52405909-1466-1.html
01 KANAL AESTHETICALLY DESIGNED HOUSE FOR SALE IN DHA PHASE 7,PKR 6.99 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_01_kanal_aesthetically_designed_house_for_sale_in_dha_phase_7-52620096-1450-1.html
2 Kanal Full Basement Fully Furnished Plus Swimming Pool Brand New Luxury Villa For Sale In DHA Phase 6 Top Location,PKR 28 Crore,"DHA Phase 6 - Block L, DHA Phase 6",2 Kanal,6,7,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_2_kanal_full_basement_fully_furnished_plus_swimming_pool_brand_new_luxury_villa_for_sale_in_dha_phase_6_top_location-52859730-1620-1.html
5 Marla Corner Eye Catching Luxury Villa For Sale In DHA,PKR 2.25 Crore,"DHA 9 Town, DHA Defence",5 Marla,4,4,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_corner_eye_catching_luxury_villa_for_sale_in_dha-51848699-1452-1.html
10 Marla Brand New Modern Design Luxury House For Sale in Prime Location,PKR 4 Crore,"DHA Phase 7, DHA Defence",10 Marla,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_modern_design_luxury_house_for_sale_in_prime_location-52406071-1450-1.html
Near To Raya Fully Furnished Top of Line Brand New 1 Kanal Luxury Bungalow For Sale In DHA Phase 7 Top Location,PKR 9.5 Crore,"DHA Phase 7 - Block R, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_near_to_raya_fully_furnished_top_of_line_brand_new_1_kanal_luxury_bungalow_for_sale_in_dha_phase_7_top_location-52862172-1625-1.html
8 Marla 8 Months Used House For Sale In Dha 11 Rahbar Price Negotiable,PKR 2.95 Crore,"DHA 11 Rahbar, Lahore",8 Marla,5,6,https://www.zameen.com/Property/lahore_dha_11_rahbar_8_marla_8_months_used_house_for_sale_in_dha_11_rahbar_price_negotiable-52868322-1410-1.html
5 Marla Ultra Modern Brand New House For Sale In DHA Rahber,PKR 2.7 Crore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",5 Marla,3,4,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5_marla_ultra_modern_brand_new_house_for_sale_in_dha_rahber-52932980-3717-1.html
10 Marla Furnished Spanish House For Sale In Punjab Cooperative Housing Society Good Location Near DHA Phase 4,PKR 5.75 Crore,"Punjab Coop Housing Society, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_10_marla_furnished_spanish_house_for_sale_in_punjab_cooperative_housing_society_good_location_near_dha_phase_4-51990600-456-1.html
Luxury Hotel Apartment For Sale,PKR 82.5 Lakh,"Gulberg 3, Gulberg",1 Marla,1,1,https://www.zameen.com/Property/gulberg_gulberg_3_luxury_hotel_apartment_for_sale-52636459-3824-1.html
NEAR MACDONALD'S 01 KANAL LUXURIOUS VILLA FOR SALE,PKR 7.5 Crore,"DHA Phase 7 - Block W, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_near_macdonald_s_01_kanal_luxurious_villa_for_sale-52403238-1630-1.html
1 Bed Luxury Apartment For Sale In Oyster Court Gulberg - Exclusive Living,PKR 3.43 Crore,"Oyster Court Luxury Residences, MM Alam Road",5.3 Marla,1,2,https://www.zameen.com/Property/mm_alam_road_oyster_court_luxury_residences_1_bed_luxury_apartment_for_sale_in_oyster_court_gulberg_-_exclusive_living-50930349-9692-1.html
Brand New Double Storey 5 Bed House Available For Sale In AWT Phase 2 Block E 2 Best Opportunity For Bank Employees Available For Bank Loan,PKR 3.52 Crore,"AWT Phase 2, AWT Army Welfare Trust",10 Marla,5,6,https://www.zameen.com/Property/awt_army_welfare_trust_awt_phase_2_brand_new_double_storey_5_bed_house_available_for_sale_in_awt_phase_2_block_e_2_best_opportunity_for_bank_employees_available_for_bank_loan-50641759-3581-1.html
5 Marla House For Sale Park View City Lahore,PKR 2.25 Crore,"Park View City - Tulip Overseas, Park View City",5 Marla,4,5,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_overseas_5_marla_house_for_sale_park_view_city_lahore-52898056-13754-1.html
12 Marla Beautiful Owner Build 65 Feet Road With Direct Owner Meeting All Original Picture Attached For Sale In JoharTown Phase 2,PKR 5.8 Crore,"Johar Town Phase 2 - Block J3, Johar Town Phase 2",12 Marla,5,6,https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_j3_12_marla_beautiful_owner_build_65_feet_road_with_direct_owner_meeting_all_original_picture_attached_for_sale_in_johartown_phase_2-52995998-3972-1.html
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,PKR 3.2 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_10_marla_brand_new_house_for_sale_in_park_view_city-52633859-1466-1.html
1 Kanal Top Quality Build Luxurious Beautiful Ultra Modern Design Villa With Basement For Sale In DHA Lahore Phase Prime Location,PKR 7.45 Crore,"DHA Phase 7 - Block Z1, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_z1_1_kanal_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_prime_location-52620990-1633-1.html
1 Kanal Top Quality Build Luxurious MODREN With Basement For Sale In DHA Lahore Phase 6 Prime Location,PKR 8.22 Crore,"DHA Phase 6 - Block E, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_1_kanal_top_quality_build_luxurious_modren_with_basement_for_sale_in_dha_lahore_phase_6_prime_location-52659939-1614-1.html
kanal Brand new Royal Bungalow for sale on 70 ft road Facing park idea location,PKR 9.19 Crore,"DHA Phase 6 - Block K, DHA Phase 6",1 Kanal,6,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_kanal_brand_new_royal_bungalow_for_sale_on_70_ft_road_facing_park_idea_location-52974876-1619-1.html
Stunning 5 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,PKR 2.48 Crore,"Lake City, Raiwind Road",5 Marla,4,5,https://www.zameen.com/Property/raiwind_road_lake_city_stunning_5_marla_brand_new_house_for_sale_in_lake_city_raiwind_road_lahore-52706322-1103-1.html
5 Marla Brand New House For Sale In Bahria Orchard Raiwind Road Lahore,PKR 1.9 Crore,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",5 Marla,3,4,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_extension_5_marla_brand_new_house_for_sale_in_bahria_orchard_raiwind_road_lahore-52672149-22120-1.html
8 Marla Brand New House For Sale In Bahria Orchard Raiwind Road Lahore,PKR 2.8 Crore,"Bahria Orchard Phase 1 - Eastern Extension, Bahria Orchard Phase 1",8 Marla,5,6,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_extension_8_marla_brand_new_house_for_sale_in_bahria_orchard_raiwind_road_lahore-52672137-22120-1.html
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,PKR 3.25 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_10_marla_brand_new_house_in_park_view_city_lahore-52800297-1466-1.html
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,PKR 3.2 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_10_marla_brand_new_house_in_park_view_city_lahore-52801574-1466-1.html
One Bed Furnished Apartment Available For Sale In Sector C Bahria Town Lahore,PKR 60 Lakh,"Bahria Town - Sector C, Bahria Town",2.3 Marla,1,1,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_one_bed_furnished_apartment_available_for_sale_in_sector_c_bahria_town_lahore-51844919-1784-1.html
10 Marla House For Sale In Sector C Jasmine Block Bahria Town Lahore,PKR 2.85 Crore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_house_for_sale_in_sector_c_jasmine_block_bahria_town_lahore-51670997-1786-1.html
Brand New 10 Marla House Available In Al Rehman Phase 2 - Block L For sale,PKR 4.3 Crore,"Al Rehman Phase 2 - Block L, Al Rehman Garden Phase 2",10 Marla,5,6,https://www.zameen.com/Property/al_rehman_garden_phase_2_al_rehman_phase_2_-_block_l_brand_new_10_marla_house_available_in_al_rehman_phase_2_-_block_l_for_sale-52982920-12983-1.html
22 MARLA CORNER BRAND NEW HOUSE FOR SALE IN DHA PHASE 7,PKR 6.8 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_22_marla_corner_brand_new_house_for_sale_in_dha_phase_7-51671897-1450-1.html
10 MARLA BRAND NEW LUXURY HOUSE FOR SALE AT G BLOCK,PKR 4.25 Crore,"Al Rehman Garden Phase 2, Al Rehman Garden",10 Marla,6,6,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_10_marla_brand_new_luxury_house_for_sale_at_g_block-52954412-4506-1.html
