Title,Price,Location,Area,Beds,Baths,Link
3 Marla House For Sale Brand New,PKR 1.5 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",3 Marla,3,3,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_3_marla_house_for_sale_brand_new-52912025-18829-1.html
3 Marla House For Sale Brand New,PKR 1.2 Crore,"Al Hafeez Garden - Phase 2, Main Canal Bank Road",3 Marla,3,3,https://www.zameen.com/Property/main_canal_bank_road_al_hafeez_garden_-_phase_2_3_marla_house_for_sale_brand_new-52917582-11172-1.html
3 Marla House For Sale,PKR 1.55 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",3 Marla,3,3,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_3_marla_house_for_sale-52918532-18829-1.html
10 MARLA SLIGHTLY USE VERY LOW PRICE OWNER NEEDS,PKR 4.1 Crore,"DHA Phase 6 - Block A, DHA Phase 6",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_a_10_marla_slightly_use_very_low_price_owner_needs-49600569-1610-1.html
3 Marla Home for Sale,PKR 1.75 Crore,"Sabzazar Scheme - Block A, Sabzazar Scheme",3 Marla,4,3,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_a_3_marla_home_for_sale-52556104-4164-1.html
2 Kanal Beautiful House In Phase 6,PKR 36 Crore,"DHA Phase 6 - Block K, DHA Phase 6",2 Kanal,6,7,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_2_kanal_beautiful_house_in_phase_6-52649788-1619-1.html
KANAL SLIGTLY USE ULTRA LUXURY MODERN DESIGN HOUSE FOR SALE,PKR 6.9 Crore,"DHA Phase 4, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_4_kanal_sligtly_use_ultra_luxury_modern_design_house_for_sale-51879879-1446-1.html
Near To Park 1 Kanal Brand New House For Sale In Sector M-3 Lake City Raiwind Road Lahore,PKR 9.5 Crore,"Lake City, Raiwind Road",1 Kanal,7,7,https://www.zameen.com/Property/raiwind_road_lake_city_near_to_park_1_kanal_brand_new_house_for_sale_in_sector_m-3_lake_city_raiwind_road_lahore-52143865-1103-1.html
1 KANAL MODREN DESIGNER HOUSE FOR SALE NEAR TO JALAL SONS,PKR 8.75 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_modren_designer_house_for_sale_near_to_jalal_sons-52188667-1450-1.html
Vip Home For Sale,PKR 2 Crore,"Sabzazar Scheme - Block P, Sabzazar Scheme",3 Marla,3,4,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_p_vip_home_for_sale-52562032-4178-1.html
24 Marla Most Beautiful Modern Design House Available For Sale In Dha Phase 1,PKR 8 Crore,"DHA Phase 1, DHA Defence",1.2 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_1_24_marla_most_beautiful_modern_design_house_available_for_sale_in_dha_phase_1-52465630-1442-1.html
1 Years Old Home For Sale,PKR 1.8 Crore,"Sabzazar Scheme - Block P, Sabzazar Scheme",3 Marla,3,4,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_p_1_years_old_home_for_sale-52563311-4178-1.html
Full Basement Furnished Bungalow For Sale at Top Location Near Raya Fairways,PKR 10.5 Crore,"DHA Phase 6, DHA Defence",1 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_full_basement_furnished_bungalow_for_sale_at_top_location_near_raya_fairways-52922597-1448-1.html
5 Marla Beautifully Designed House For Sale And Direct Meeting With Owner In Park View City Lahore.,PKR 1.7 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_designed_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52902247-1466-1.html
3 Years Installment Plan Luxury Brand New House In Park View City Lahore,PKR 1.75 Crore,"Park View City, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_brand_new_house_in_park_view_city_lahore-52174308-1466-1.html
5 Marla Double Story Beautiful House Urgent for Sale in Canal Garden Lahore,PKR 1.75 Crore,"Canal Garden, Lahore",5 Marla,4,5,https://www.zameen.com/Property/lahore_canal_garden_5_marla_double_story_beautiful_house_urgent_for_sale_in_canal_garden_lahore-52940051-1287-1.html
10 Marla House For Sale In Gulbahar Block Bahria Town Lahore,PKR 2.7 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_10_marla_house_for_sale_in_gulbahar_block_bahria_town_lahore-51573066-1793-1.html
7 BED BEAUTIFUL BRAND NEW HOUSE FOR SALE IN JOHAR TOWN,PKR 3.25 Crore,"Johar Town Phase 2, Johar Town",5 Marla,7,7,https://www.zameen.com/Property/johar_town_johar_town_phase_2_7_bed_beautiful_brand_new_house_for_sale_in_johar_town-52563570-3961-1.html
10 Marla Luxry House For Sale,PKR 4.4 Crore,"Bismillah Housing Scheme, GT Road",10.1 Marla,6,6,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_10_marla_luxry_house_for_sale-52869136-8446-1.html
5 MARLA BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE IN DHA RAHBER,PKR 2.4 Crore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",5 Marla,3,3,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5_marla_brand_new_ultra_modern_design_house_for_sale_in_dha_rahber-52891154-3717-1.html
10 Marla House For Sale At Main Boulevard In Imperial Homes Paragon City Lahore,PKR 4.4 Crore,"Imperial Garden Homes, Paragon City",10 Marla,4,5,https://www.zameen.com/Property/paragon_city_imperial_garden_homes_10_marla_house_for_sale_at_main_boulevard_in_imperial_homes_paragon_city_lahore-52948743-4119-1.html
10 Marla Ultra Luxury Spanish House For Sale In Paragon City Lahore Cantt,PKR 6.25 Crore,"Paragon City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_paragon_city_10_marla_ultra_luxury_spanish_house_for_sale_in_paragon_city_lahore_cantt-52964126-1014-1.html
1000Persent Original Add Plot Price 7core Full Basement Fully Furnished 1 Kanal Ultra Modern House For Sale Call More Details,PKR 8.98 Crore,"DHA Phase 6 - Block J, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_1000persent_original_add_plot_price_7core_full_basement_fully_furnished_1_kanal_ultra_modern_house_for_sale_call_more_details-52495610-1618-1.html
23 Marla Corner Full Basement Fully Furnished Ultra Modern House For Sale,PKR 7.5 Crore,"DHA Phase 7 - Block S, DHA Phase 7",1.2 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_23_marla_corner_full_basement_fully_furnished_ultra_modern_house_for_sale-52292953-1626-1.html
1-BED APARTMENT In CBD LAHORE With 30% Down Payment Only,PKR 2 Crore,"CBD Punjab (PCBDDA), Main Boulevard Gulberg",2 Marla,1,1,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_1-bed_apartment_in_cbd_lahore_with_30_down_payment_only-52566469-21580-1.html
5 Marla House Available For Sale In Tariq Garden Lahore,PKR 2.35 Crore,"Tariq Gardens, Lahore",5 Marla,3,4,https://www.zameen.com/Property/lahore_tariq_gardens_5_marla_house_available_for_sale_in_tariq_garden_lahore-52250079-1356-1.html
sale A House In Al Faisal Town Prime Location,PKR 50 Lakh,"Al Faisal Town, Lahore",1.5 Marla,3,2,https://www.zameen.com/Property/lahore_al_faisal_town_sale_a_house_in_al_faisal_town_prime_location-52403372-4457-1.html
Out Class Modern Look,PKR 1.78 Crore,"Mian Amiruddin Park, Lahore",4 Marla,3,3,https://www.zameen.com/Property/lahore_mian_amiruddin_park_out_class_modern_look-52402460-9989-1.html
10 Marla Ultra Luxury Modern House Available For Sale In Jasmin Block Bahria Town Lahore,PKR 4.5 Crore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_10_marla_ultra_luxury_modern_house_available_for_sale_in_jasmin_block_bahria_town_lahore-52299173-1786-1.html
House Available For sale In Allama Iqbal Town,PKR 85 Lakh,"Allama Iqbal Town, Lahore",2 Marla,3,3,https://www.zameen.com/Property/lahore_allama_iqbal_town_house_available_for_sale_in_allama_iqbal_town-52659487-58-1.html
Highly-Desirable House Available In Sabzazar Scheme - Block K For Sale,PKR 4.64 Crore,"Sabzazar Scheme - Block K, Sabzazar Scheme",10 Marla,5,6,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_-_block_k_highly-desirable_house_available_in_sabzazar_scheme_-_block_k_for_sale-52677621-4174-1.html
5 Marla House For sale single story,PKR 64 Lakh,"Ferozepur Road, Lahore",5 Marla,2,3,https://www.zameen.com/Property/lahore_ferozepur_road_5_marla_house_for_sale_single_story-52279841-81-1.html
Property For sale In Multan Road Multan Road Is Available Under Rs. 18500000,PKR 1.85 Crore,"Multan Road, Lahore",3 Marla,6,6,https://www.zameen.com/Property/lahore_multan_road_property_for_sale_in_multan_road_multan_road_is_available_under_rs_18500000-52714138-48-1.html
01 KANAL AESTHETICALLY BEAUTIFUL HOUSE FOR SALE IN DHA PHASE 7,PKR 7.6 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_01_kanal_aesthetically_beautiful_house_for_sale_in_dha_phase_7-52478952-1450-1.html
5 Marla Gray Structure House For Sale In Metro City Lahore,PKR 1 Crore,"Metro City, GT Road",5 Marla,4,5,https://www.zameen.com/Property/gt_road_metro_city_5_marla_gray_structure_house_for_sale_in_metro_city_lahore-52676337-14404-1.html
3 Marla Brand New House For Sale In Al-Ahmad Garden Housing Scheme Gt Road Lahore,PKR 1.15 Crore,"Al-Ahmad Garden Housing Scheme, GT Road",3 Marla,3,3,https://www.zameen.com/Property/gt_road_al-ahmad_garden_housing_scheme_3_marla_brand_new_house_for_sale_in_al-ahmad_garden_housing_scheme_gt_road_lahore-52676104-9707-1.html
1 KANAL FULLY FURNISHED BRAND NEW MODERN BUNGALOW NEAR DOLMEN MALL,PKR 7.9 Crore,"DHA Phase 6 - Block K, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_1_kanal_fully_furnished_brand_new_modern_bungalow_near_dolmen_mall-52543372-1619-1.html
5 Marla Brand New A Plus Solid Constructed House For Sale And Direct Meeting With Owner In Park View City Lahore.,PKR 1.85 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_a_plus_solid_constructed_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52902079-1466-1.html
1 Kanal Brand New Spanish Solid Construction In Dha Phase 7,PKR 11 Crore,"DHA Phase 7 - Block U, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_1_kanal_brand_new_spanish_solid_construction_in_dha_phase_7-52430141-1628-1.html
1 Kanal Modern Designed Super Luxury Bungalow for Sale At Ideal Location In DHA Phase 7,PKR 6.6 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_modern_designed_super_luxury_bungalow_for_sale_at_ideal_location_in_dha_phase_7-52992392-1450-1.html
3 Years Installment Plan Luxury Brand New House In Park View City Lahore,PKR 3.25 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_brand_new_house_in_park_view_city_lahore-52112913-1466-1.html
1 KANAL MODERN ELEGANT BUNGALOW FOR SALE,PKR 6.5 Crore,"DHA Phase 6, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_modern_elegant_bungalow_for_sale-52735465-1448-1.html
"ONE KANAL FULL BASEMENT LUXURIOUS BUNGALOW LOCATED BETWEEN PARK, CLUB, COMMERCIAL ZONE AND SCHOOL",PKR 17.75 Crore,"DHA Phase 6, DHA Defence",1 Kanal,6,7,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_full_basement_luxurious_bungalow_located_between_park_club_commercial_zone_and_school-52916911-1448-1.html
Brand New House For Sale In Al Rehman Garden Ph4 A Block Near To Commercial Market Bijli Pani Available,PKR 1.1 Crore,"Al Rehman Garden Phase 4, Al Rehman Garden",3 Marla,3,4,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_4_brand_new_house_for_sale_in_al_rehman_garden_ph4_a_block_near_to_commercial_market_bijli_pani_available-52989928-4508-1.html
5 Marla Adorable Bungalow On Top Location For Sale in E Block DHA Phase 6 Lahore,PKR 2.35 Crore,"DHA Phase 6 - Block E, DHA Phase 6",5 Marla,3,4,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_5_marla_adorable_bungalow_on_top_location_for_sale_in_e_block_dha_phase_6_lahore-52990161-1614-1.html
5-Marla Brand New Top Quality Ultra Modern Luxury Villa For Sale In DHA,PKR 2.07 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,4,https://www.zameen.com/Property/dha_defence_dha_9_town_5-marla_brand_new_top_quality_ultra_modern_luxury_villa_for_sale_in_dha-52483319-1452-1.html
Lake City 5 Marla Brand New House For Sale,PKR 2.2 Crore,"Lake City - Sector M-7B, Lake City",5 Marla,4,5,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-7b_lake_city_5_marla_brand_new_house_for_sale-52736489-19059-1.html
5 Marla House For Sale In AA Block Bahria Town Lahore,PKR 1.75 Crore,"Bahria Town - Block AA, Bahria Town - Sector D",5 Marla,3,3,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_5_marla_house_for_sale_in_aa_block_bahria_town_lahore-51929629-1797-1.html
3 Marla Dabal Story Beautiful House For Sale Near Ferozpur Road Kahna,PKR 45 Lakh,"Al Noor Park Housing Society, Lahore",3 Marla,2,3,https://www.zameen.com/Property/lahore_al_noor_park_housing_society_3_marla_dabal_story_beautiful_house_for_sale_near_ferozpur_road_kahna-52929955-13884-1.html
6 Marla Double Story House Brand New Home Ideal And Hot Location Carpet Road Water Electricity Available Near Canal Road Near Sozo Water Park Near Park 3D Ultra Model Design Spanish Look Furnished Home With Wood Work,PKR 3.1 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",6 Marla,5,6,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_6_marla_double_story_house_brand_new_home_ideal_and_hot_location_carpet_road_water_electricity_available_near_canal_road_near_sozo_water_park_near_park_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work-52819527-18829-1.html
6.5 Marla Double Story House Brand New Home Ideal And Hot Location Carpet Road Near Canal Road Near Sozo Water Near Park Water Electricity Available,PKR 2.25 Crore,"Ghous Garden Phase 4 - Block B, Ghous Garden - Phase 4",6.5 Marla,5,6,https://www.zameen.com/Property/ghous_garden_phase_4_ghous_garden_phase_4_-_block_b_6_5_marla_double_story_house_brand_new_home_ideal_and_hot_location_carpet_road_near_canal_road_near_sozo_water_near_park_water_electricity_available-52802120-20679-1.html
4 Marla House For Sale In Ashraf Garden Ashraf Garden,PKR 1.8 Crore,"Ashraf Garden, Lahore",4 Marla,4,4,https://www.zameen.com/Property/lahore_ashraf_garden_4_marla_house_for_sale_in_ashraf_garden_ashraf_garden-52843768-9886-1.html
Corner 3 Marla Brand New House For Sale In Al-Ahmad Garden Housing Society Lahore,PKR 1.15 Crore,"Al-Ahmad Garden Housing Scheme, GT Road",3 Marla,2,4,https://www.zameen.com/Property/gt_road_al-ahmad_garden_housing_scheme_corner_3_marla_brand_new_house_for_sale_in_al-ahmad_garden_housing_society_lahore-52675895-9707-1.html
5 Marla Brand New House For Sale In Al-Ahmad Garden Housing Society Lahore,PKR 1.8 Crore,"Al-Ahmad Garden Housing Scheme, GT Road",5 Marla,4,6,https://www.zameen.com/Property/gt_road_al-ahmad_garden_housing_scheme_5_marla_brand_new_house_for_sale_in_al-ahmad_garden_housing_society_lahore-52676085-9707-1.html
1 KANAL VICTORIAN DESIGN LUXURY VILLA FOR SALE NEAR TO PARK.,PKR 8.5 Crore,"DHA Phase 6 - Block J, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_1_kanal_victorian_design_luxury_villa_for_sale_near_to_park-52841947-1618-1.html
Near To Main Boulevard & Park 5 Marla Gray Structure House For Sale In Block BB Metro City Gt Road Lahore,PKR 80 Lakh,"Metro City, GT Road",5 Marla,4,4,https://www.zameen.com/Property/gt_road_metro_city_near_to_main_boulevard_park_5_marla_gray_structure_house_for_sale_in_block_bb_metro_city_gt_road_lahore-52531877-14404-1.html
6 Marla House Corner House For Sale In Paragon City Lahore,PKR 2.7 Crore,"Paragon City, Lahore",6 Marla,3,4,https://www.zameen.com/Property/lahore_paragon_city_6_marla_house_corner_house_for_sale_in_paragon_city_lahore-49900466-1014-1.html
3 Years Installments Plan Brand New Luxury House For Sale In Park View City,PKR 6 Crore,"Park View City, Lahore",1 Kanal,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_luxury_house_for_sale_in_park_view_city-52341164-1466-1.html
5 Marla Used House For Sale In M7b Lake City Raiwind Road Lahore,PKR 2.4 Crore,"Lake City, Raiwind Road",5 Marla,3,3,https://www.zameen.com/Property/raiwind_road_lake_city_5_marla_used_house_for_sale_in_m7b_lake_city_raiwind_road_lahore-52844683-1103-1.html
10 Marla Ultra Modern House For Sale | Park Facing | Wide Road,PKR 5.74 Crore,"Lake City - Sector M-2A, Lake City",10 Marla,6,6,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-2a_10_marla_ultra_modern_house_for_sale_park_facing_wide_road-52425323-4002-1.html
10 Marla Luxury New Home For Sale,PKR 3.15 Crore,"Bankers Avenue Cooperative Housing Society, Lahore",10 Marla,6,6,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_10_marla_luxury_new_home_for_sale-52931062-8325-1.html
3 Years Installment Plan Luxury 10 Marla Brand New House In Park View City Lahore,PKR 3.15 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_10_marla_brand_new_house_in_park_view_city_lahore-52880324-1466-1.html
Hotel Apartment | 12% Rental Income | MM Alam Road | Booking 30% | 48 Months plan,PKR 75 Lakh,"Gulberg, Lahore",0.7 Marla,1,1,https://www.zameen.com/Property/lahore_gulberg_hotel_apartment_12_rental_income_mm_alam_road_booking_30_48_months_plan-52846278-7-1.html
"12 Marla Beautiful House For Sale 5 Bedroom With Attach Bathroom 1 Single Powder Bathroom  3 Store Room 2 Separate Kitchen Ground Floor Chips Flooring , Upper Floor Marble Flooring",PKR 4.7 Crore,"Mustafa Town, Lahore",12 Marla,5,6,https://www.zameen.com/Property/lahore_mustafa_town_12_marla_beautiful_house_for_sale_5_bedroom_with_attach_bathroom_1_single_powder_bathroom_3_store_room_2_separate_kitchen_ground_floor_chips_flooring_upper_floor_marble_flooring-52973030-325-1.html
02 Kanal Designer House Available For Sale In S Block DHA Phase 2 Lahore,PKR 35 Crore,"DHA Phase 2 - Block S, DHA Phase 2",2 Kanal,6,7,https://www.zameen.com/Property/dha_phase_2_dha_phase_2_-_block_s_02_kanal_designer_house_available_for_sale_in_s_block_dha_phase_2_lahore-52990725-1572-1.html
10 Marla Stunning and affordable Prime Location House available for sale in Bankers Housing Society - Block C,PKR 4.75 Crore,"Bankers Housing Society - Block C, Bankers Co-operative Housing Society",10 Marla,7,7,https://www.zameen.com/Property/bankers_co_operative_housing_society_bankers_housing_society_-_block_c_10_marla_stunning_and_affordable_prime_location_house_available_for_sale_in_bankers_housing_society_-_block_c-52925176-19761-1.html
URGENT SALE VERY SOLID 4 MARLA HOUSE ON ONLY CASH PAYMENT NO TIME LOCATION NEAR GENERAL HOSPITAL,PKR 95 Lakh,"Ferozepur Road, Lahore",4 Marla,2,2,https://www.zameen.com/Property/lahore_ferozepur_road_urgent_sale_very_solid_4_marla_house_on_only_cash_payment_no_time_location_near_general_hospital-52753065-81-1.html
5 Marla Brand New House For Sale In Bahria Orchard Raiwind Road Lahore,PKR 1.65 Crore,"OLC - Block A, Overseas Low Cost",5 Marla,3,4,https://www.zameen.com/Property/overseas_low_cost_olc_-_block_a_5_marla_brand_new_house_for_sale_in_bahria_orchard_raiwind_road_lahore-52873157-8195-1.html
5 Marla Ultra Luxury Realistic Demand House For Sale In Jinnah Block Sector E Bahria Town Lahore,PKR 1.85 Crore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",5 Marla,3,5,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_ultra_luxury_realistic_demand_house_for_sale_in_jinnah_block_sector_e_bahria_town_lahore-52995827-1804-1.html
6 Marla House For sale In Lahore,PKR 2.25 Crore,"Ghous Garden - Phase 4, Ghous Garden",6 Marla,5,6,https://www.zameen.com/Property/ghous_garden_ghous_garden_-_phase_4_6_marla_house_for_sale_in_lahore-52843705-12026-1.html
4 Marla Double Storey House Brand New Home Ideal And Hot Location Carpet Road Near Canal Road Near Sozo Water Park 3D Ultra Model Design Spanish Look Furnished Home With Wood Work Water Electricity Available,PKR 1.4 Crore,"Abid Garden, Main Canal Bank Road",4 Marla,3,3,https://www.zameen.com/Property/main_canal_bank_road_abid_garden_4_marla_double_storey_house_brand_new_home_ideal_and_hot_location_carpet_road_near_canal_road_near_sozo_water_park_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work_water_electricity_available-52819544-21811-1.html
3 Marla double story house brand new home ideal and hot location carpet road water electricity available gited society 24 hour security guard near sozo water park near canal road 3D ultra model design Spanish look furnished home with wood work,PKR 1.5 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",3 Marla,3,3,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_3_marla_double_story_house_brand_new_home_ideal_and_hot_location_carpet_road_water_electricity_available_gited_society_24_hour_security_guard_near_sozo_water_park_near_canal_road_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work-52859003-18829-1.html
3 Marla Double Story House Brand New Home Ideal And Hot Location Carpet Road Water Electricity Available Gited Society Forever Security Guard Near Sozo Water Park Near Canal Road 3D Ultra Model Design Spanish Look Furnished Home With Wood Work,PKR 1.4 Crore,"Al Hafeez Garden - Phase 5, Al Hafeez Gardens",3 Marla,3,3,https://www.zameen.com/Property/al_hafeez_gardens_al_hafeez_garden_-_phase_5_3_marla_double_story_house_brand_new_home_ideal_and_hot_location_carpet_road_water_electricity_available_gited_society_forever_security_guard_near_sozo_water_park_near_canal_road_3d_ultra_model_design_spanish_look_furnished_home_with_wood_work-52858994-18829-1.html
5 Marla Modern House For Sale,PKR 1.5 Crore,"Central Park - Block A1, Central Park Housing Scheme",5 Marla,3,4,https://www.zameen.com/Property/central_park_housing_scheme_central_park_-_block_a1_5_marla_modern_house_for_sale-52995577-17927-1.html
3 Years Installments Plan Brand New Luxury House For Sale In Park View City,PKR 3.2 Crore,"Park View City, Lahore",10 Marla,5,6,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_luxury_house_for_sale_in_park_view_city-52341163-1466-1.html
5 Marla House For Sale In Paragon City Lahore,PKR 1.9 Crore,"Paragon City, Lahore",5 Marla,3,4,https://www.zameen.com/Property/lahore_paragon_city_5_marla_house_for_sale_in_paragon_city_lahore-49891050-1014-1.html
Low Budget 10 Marla Double Story House With Gass For Sale In Takbeer Block Bahria Town Lahore,PKR 3.15 Crore,"Bahria Town - Takbeer Block, Bahria Town - Sector B",10 Marla,5,5,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_takbeer_block_low_budget_10_marla_double_story_house_with_gass_for_sale_in_takbeer_block_bahria_town_lahore-52983591-1778-1.html
Fully Furnished Ultra Luxury Apartments For Sale in LDA Approved Talha Block of Bahria Town Lahore,PKR 85.8 Lakh,"Bahria Town - Talha Block, Bahria Town - Sector E",2.3 Marla,1,1,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_fully_furnished_ultra_luxury_apartments_for_sale_in_lda_approved_talha_block_of_bahria_town_lahore-51993523-10063-1.html
10 MARLA MODREN DESIGN HOUSE FOR SALE,PKR 4.1 Crore,"DHA Phase 1, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_1_10_marla_modren_design_house_for_sale-52968861-1442-1.html
10 MARLA MODREN DESIGN HOUSE FOR SALE IN DHA LAHORE,PKR 4.25 Crore,"DHA Phase 4, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_4_10_marla_modren_design_house_for_sale_in_dha_lahore-52974196-1446-1.html
10 MARLA BRAND NEW HOUSE FOR SALE IN DHA PHASE 6,PKR 5.5 Crore,"DHA Phase 6, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_6_10_marla_brand_new_house_for_sale_in_dha_phase_6-52973491-1448-1.html
2 Kanal Brand New Victorian Faisal Rasul Design Most Beautiful Full Basement Fully Furnished Home Theater Swimming Pool Gym Bungalow Top Roof Garden For Sale At Prime Location of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,PKR 9.1 Crore,"DHA Phase 6 - Block A, DHA Phase 6",1 Kanal,6,7,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_a_2_kanal_brand_new_victorian_faisal_rasul_design_most_beautiful_full_basement_fully_furnished_home_theater_swimming_pool_gym_bungalow_top_roof_garden_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_dha_raya_fairways_commercial-52128834-1610-1.html
5 Marla Brand New House For Sale And Direct Meeting With Owner In Park View City Lahore.,PKR 1.67 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52901930-1466-1.html
5 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,PKR 2.35 Crore,"Lake City, Raiwind Road",5 Marla,4,5,https://www.zameen.com/Property/raiwind_road_lake_city_5_marla_brand_new_house_for_sale_in_lake_city_raiwind_road_lahore-52878928-1103-1.html
1 Kanal Luxury Brand New House For Sale In Bankers Avenue Cooperative Housing Society Main Bedian Nearby DHA Phase 7 Lahore ;,PKR 3.8 Crore,"Bankers Avenue Cooperative Housing Society, Lahore",1 Kanal,5,5,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_1_kanal_luxury_brand_new_house_for_sale_in_bankers_avenue_cooperative_housing_society_main_bedian_nearby_dha_phase_7_lahore-51422175-8325-1.html
5 Marla Beautifully designed house For Sale And Direct Meeting With Owner In Park View City Lahore.,PKR 1.9 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_designed_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52878191-1466-1.html
Brand New 5 Marla House Available In Park View City,PKR 1.65 Crore,"Park View City, Lahore",5 Marla,4,4,https://www.zameen.com/Property/lahore_park_view_city_brand_new_5_marla_house_available_in_park_view_city-52958508-1466-1.html
